applicant_ethnicity_observed,state_code,denial_reason_1,conforming_loan_limit,loan_type,tract_population,total_points_and_fees,co_applicant_age_above_62,co_applicant_age,applicant_ethnicity_3,prepayment_penalty_term,property_value,income,aus_3,balloon_payment,initially_payable_to_institution,tract_minority_population_percent,co_applicant_race_2,interest_only_payment,county_code,reverse_mortgage,co_applicant_race_4,other_nonamortizing_features,derived_loan_product_type,co_applicant_sex,submission_of_application,total_units,derived_msa_md,origination_charges,co_applicant_race_1,open_end_line_of_credit,applicant_race_3,derived_ethnicity,intro_rate_period,hoepa_status,lien_status,tract_owner_occupied_units,action_taken,applicant_ethnicity_2,applicant_race_4,co_applicant_ethnicity_2,applicant_sex_observed,denial_reason_4,derived_race,co_applicant_race_observed,aus_4,applicant_ethnicity_5,debt_to_income_ratio,lei,applicant_race_1,loan_purpose,applicant_credit_score_type,applicant_race_2,co_applicant_ethnicity_1,manufactured_home_secured_property_type,activity_year,occupancy_type,lender_credits,tract_to_msa_income_percentage,applicant_age,co_applicant_race_5,co_applicant_ethnicity_4,co_applicant_ethnicity_5,tract_one_to_four_family_homes,discount_points,total_loan_costs,denial_reason_3,applicant_ethnicity_1,interest_rate,aus_2,business_or_commercial_purpose,co_applicant_sex_observed,derived_dwelling_category,aus_5,construction_method,denial_reason_2,negative_amortization,applicant_age_above_62,combined_loan_to_value_ratio,applicant_race_5,derived_sex,co_applicant_ethnicity_3,co_applicant_ethnicity_observed,tract_median_age_of_housing_units,purchaser_type,rate_spread,applicant_race_observed,loan_term,preapproval,co_applicant_credit_score_type,manufactured_home_land_property_interest,aus_1,loan_amount,census_tract,applicant_sex,multifamily_affordable_units,applicant_ethnicity_4,ffiec_msa_md_median_family_income,co_applicant_race_3
2,NY,10,C,1,5531,,,9999,,,925000,,,2,1,45.85,,2,36059.0,2,,2,Conventional:First Lien,5,1,1,35004,1100.0,8,2,,Not Hispanic or Latino,36,2,1,1596,1,,,,2,,Asian,4,,,,FT6J43S06X6CLJ0R0B48,22.0,1,3,,5,3,2023,1,,120.84,35-44,,,,1662,,6415.74,,2.0,6.75,,2,4,Single Family (1-4 Units):Site-Built,,1,,2,No,59.3,,Female,,4,64,0,-0.091,2,360,2,10,5,6,555000,36059407801.0,2,,,156300,
2,NY,10,C,1,2248,,,9999,,,875000,,,2,1,35.99,,2,36081.0,2,,2,Conventional:First Lien,5,1,1,35614,1100.0,8,2,,Not Hispanic or Latino,60,2,1,871,1,,,,2,,Asian,4,,,,FT6J43S06X6CLJ0R0B48,22.0,1,2,,5,3,2023,1,,160.03,25-34,,,,957,,6593.37,,2.0,6.75,,2,4,Single Family (1-4 Units):Site-Built,,1,,2,No,57.029,,Male,,4,78,0,0.03,2,360,2,10,5,6,495000,36081067100.0,1,,,99300,
2,NY,10,C,1,3049,,,9999,,,1065000,150.0,,2,1,56.25,,2,36081.0,2,,2,Conventional:First Lien,5,1,1,35614,2347.5,8,2,,Not Hispanic or Latino,60,2,1,865,1,,,,2,,Asian,4,,,36.0,FT6J43S06X6CLJ0R0B48,22.0,1,1,,5,3,2023,1,,125.53,55-64,,,,870,1247.5,6739.02,,2.0,6.625,,2,4,Single Family (1-4 Units):Site-Built,,1,,2,No,47.076,,Female,,4,64,0,0.222,2,360,2,10,5,6,495000,36081150702.0,2,,,99300,
2,NY,10,C,1,7907,,No,35-44,,,1125000,,,2,1,71.54,,2,36081.0,2,,2,Conventional:First Lien,2,1,1,35614,4600.0,22,2,,Not Hispanic or Latino,,2,1,1440,1,,,,2,,Asian,2,,,,FT6J43S06X6CLJ0R0B48,22.0,1,2,,2,3,2023,1,,83.25,35-44,,,,1842,3500.0,9085.78,,2.0,6.75,,2,2,Single Family (1-4 Units):Site-Built,,1,,2,No,35.715,,Joint,,2,62,0,-0.251,2,360,2,9,5,6,405000,36081104700.0,1,,,99300,
2,NY,10,C,1,3013,,,9999,,,715000,175.0,,2,1,98.34,,2,36081.0,2,,2,Conventional:First Lien,5,1,1,35614,1100.0,8,2,,Not Hispanic or Latino,60,2,1,103,1,,,,2,,Asian,4,,,39.0,FT6J43S06X6CLJ0R0B48,22.0,1,3,,5,3,2023,1,,38.75,45-54,,,,333,,5281.49,,2.0,6.75,,2,4,Single Family (1-4 Units):Site-Built,,1,,2,No,65.0,,Female,,4,75,0,0.063,2,360,2,10,5,6,465000,36081084901.0,2,,,99300,
2,NY,10,C,1,5103,,,9999,,,995000,108.0,,2,1,70.72,,2,36047.0,2,,2,Conventional:First Lien,5,1,1,35614,3050.0,8,2,,Not Hispanic or Latino,,2,1,304,1,,,,2,,Asian,4,,,49.0,FT6J43S06X6CLJ0R0B48,22.0,1,1,,5,3,2023,1,,70.02,45-54,,,,973,1950.0,7112.6,,2.0,6.75,,2,4,Single Family (1-4 Units):Site-Built,,1,,2,No,39.394,,Male,,4,0,0,-0.099,2,180,2,10,5,6,395000,36047026400.0,1,,,99300,
2,NY,10,C,1,4350,,,9999,,,955000,108.0,,2,1,64.8,,2,36047.0,2,,2,Conventional:First Lien,5,1,1,35614,1100.0,8,2,,Not Hispanic or Latino,60,2,1,638,1,,,,2,,Asian,4,,,41.0,FT6J43S06X6CLJ0R0B48,22.0,1,3,,5,3,2023,1,,91.18,25-34,,,,934,,7223.03,,2.0,6.75,,2,4,Single Family (1-4 Units):Site-Built,,1,,2,No,48.949,,Female,,4,0,0,0.071,2,360,2,10,5,6,465000,36047042600.0,2,,,99300,
2,NY,10,C,1,2391,,,9999,,,725000,78.0,,2,1,69.59,,2,36081.0,2,,2,Conventional:First Lien,5,1,1,35614,1100.0,8,2,,Not Hispanic or Latino,36,2,1,417,1,,,,2,,Asian,4,,,43.0,FT6J43S06X6CLJ0R0B48,22.0,1,1,,5,3,2023,1,,79.69,45-54,,,,773,,5718.42,,2.0,6.625,,2,4,Single Family (1-4 Units):Site-Built,,1,,2,No,41.667,,Female,,4,68,0,0.06,2,360,2,10,5,6,305000,36081049301.0,2,,,99300,
2,NY,10,C,1,4183,,,9999,,,985000,,,2,1,83.89,,2,36081.0,2,,2,Conventional:First Lien,5,1,2,35614,1100.0,8,2,,Not Hispanic or Latino,60,2,1,329,1,,,,2,,Asian,4,,,,FT6J43S06X6CLJ0R0B48,22.0,1,2,,5,3,2023,1,,88.94,35-44,,,,794,,7520.87,,2.0,6.75,,2,4,Single Family (1-4 Units):Site-Built,,1,,2,No,65.0,,Male,,4,0,0,0.022,2,360,2,10,5,6,635000,36081001200.0,1,,,99300,
2,NY,10,C,1,7147,,,9999,,,675000,118.0,,2,1,41.44,,2,36059.0,2,,2,Conventional:First Lien,5,1,1,35004,3125.0,8,2,,Not Hispanic or Latino,60,2,1,2146,1,,,,2,,Asian,4,,,42.0,FT6J43S06X6CLJ0R0B48,22.0,1,1,,5,3,2023,1,,100.38,35-44,,,,2369,2025.0,8008.54,,2.0,6.625,,2,4,Single Family (1-4 Units):Site-Built,,1,,2,No,60.0,,Female,,4,64,0,0.048,2,360,2,10,5,6,405000,36059408300.0,2,,,156300,
1,NY,10,C,1,5529,,,9999,,,665000,114.0,,2,1,91.35,,2,36047.0,2,,2,Conventional:First Lien,5,1,1,35614,3781.25,8,2,,Not Hispanic or Latino,,2,1,227,1,,,,1,,Asian,4,,,43.0,FT6J43S06X6CLJ0R0B48,2.0,1,1,,5,3,2023,1,,47.62,25-34,,,,785,2681.25,9424.29,,2.0,6.875,,2,4,Single Family (1-4 Units):Site-Built,,1,,2,No,65.0,,Female,,4,0,0,-0.127,1,360,2,10,5,6,425000,36047011600.0,2,,,99300,
2,NY,10,C,1,3953,,,9999,,,1085000,,,2,1,29.02,,2,36059.0,2,,2,Conventional:First Lien,5,1,1,35004,1100.0,8,2,,Not Hispanic or Latino,60,2,1,1375,1,,,,2,,Asian,4,,,,FT6J43S06X6CLJ0R0B48,22.0,1,9,,5,3,2023,1,,105.86,25-34,,,,1406,,6493.44,,2.0,6.875,,2,4,Single Family (1-4 Units):Site-Built,,1,,2,No,65.0,,Male,,4,67,0,0.089,2,360,2,3,5,6,705000,36059408400.0,1,,,156300,
2,NY,10,C,1,2391,,,9999,,,975000,132.0,,2,1,69.59,,2,36081.0,2,,2,Conventional:First Lien,5,1,2,35614,4010.0,8,2,,Not Hispanic or Latino,,2,1,417,1,,,,2,,Asian,4,,,41.0,FT6J43S06X6CLJ0R0B48,22.0,1,1,,5,3,2023,1,,79.69,35-44,,,,773,2910.0,9275.55,,2.0,6.875,,2,4,Single Family (1-4 Units):Site-Built,,1,,2,No,59.612,,Male,,4,68,0,-0.214,2,360,2,10,5,6,585000,36081049301.0,1,,,99300,
2,NY,10,C,1,6581,,No,35-44,,,575000,,,2,1,28.87,,2,36103.0,2,,2,Conventional:First Lien,2,1,1,35004,4370.31,22,2,,Not Hispanic or Latino,,2,1,1692,1,,,,2,,Asian,2,,,,FT6J43S06X6CLJ0R0B48,22.0,1,9,,2,3,2023,1,,93.2,35-44,,,,2037,3270.31,9321.0,,2.0,6.875,,2,2,Single Family (1-4 Units):Site-Built,,1,,2,No,65.0,,Joint,,2,50,0,-0.12,2,360,2,1,5,6,375000,36103158511.0,1,,,156300,
2,NY,10,C,1,2605,,,9999,,,885000,,,2,1,94.47,,2,36047.0,2,,2,Conventional:First Lien,5,1,2,35614,1100.0,8,2,,Not Hispanic or Latino,60,2,1,424,1,,,,2,,Asian,4,,,,FT6J43S06X6CLJ0R0B48,22.0,1,2,,5,3,2023,1,,101.67,35-44,,,,838,,8397.85,,2.0,6.75,,2,4,Single Family (1-4 Units):Site-Built,,1,,2,No,64.905,,Female,,4,0,0,0.051,2,360,2,10,5,6,575000,36047101000.0,2,,,99300,
2,NY,10,C,1,5184,,No,45-54,,,1255000,,,2,1,73.26,,2,36081.0,2,,2,Conventional:First Lien,2,1,1,35614,5162.5,22,2,,Not Hispanic or Latino,60,2,1,1429,1,,,,2,,Asian,2,,,,FT6J43S06X6CLJ0R0B48,22.0,1,9,,2,3,2023,1,,143.85,25-34,,,,1630,4062.5,9497.25,,2.0,6.625,,2,2,Single Family (1-4 Units):Site-Built,,1,,2,No,65.0,,Female,,2,0,0,-0.079,2,360,2,3,5,6,815000,36081157901.0,2,,,99300,
2,NY,10,C,1,6231,,No,25-34,,,845000,,,2,1,82.96,,2,36081.0,2,,2,Conventional:First Lien,2,1,1,35614,3830.0,22,2,,Not Hispanic or Latino,,2,1,1240,1,,,,2,,Asian,2,,,,FT6J43S06X6CLJ0R0B48,22.0,1,9,,2,3,2023,1,,96.86,35-44,,,,1998,2730.0,8479.13,,2.0,6.875,,2,2,Single Family (1-4 Units):Site-Built,,1,,2,No,65.0,,Joint,,2,67,0,-0.214,2,360,2,3,5,6,545000,36081024300.0,1,,,99300,
2,CA,10,C,1,3898,,,9999,,,715000,,,2,1,77.66,,2,6037.0,2,,2,Conventional:First Lien,5,1,1,31084,1100.0,8,2,,Not Hispanic or Latino,36,2,1,945,1,,,,2,,Asian,4,,,,FT6J43S06X6CLJ0R0B48,22.0,1,3,,5,3,2023,1,,140.3,45-54,,,,1314,,4477.21,,2.0,6.625,,2,4,Single Family (1-4 Units):Site-Built,,1,,2,No,20.965,,Female,,4,58,0,0.149,2,360,2,10,5,6,155000,6037431400.0,2,,,98200,
2,NY,10,C,1,6791,,,9999,,,755000,108.0,,2,1,39.15,,2,36085.0,2,,2,Conventional:First Lien,5,1,1,35614,3537.5,8,2,,Not Hispanic or Latino,60,2,1,1542,1,,,,2,,Asian,4,,,38.0,FT6J43S06X6CLJ0R0B48,22.0,1,1,,5,3,2023,1,,83.58,45-54,,,,2220,2437.5,8193.97,,2.0,6.625,,2,4,Single Family (1-4 Units):Site-Built,,1,,2,No,51.656,,Female,,4,47,0,0.096,2,360,2,10,5,6,395000,36085011203.0,2,,,99300,
2,NY,10,C,1,5220,,,9999,,,755000,,,2,1,45.08,,2,36059.0,2,,2,Conventional:First Lien,5,1,1,35004,3565.0,8,2,,Not Hispanic or Latino,,2,1,1781,1,,,,2,,White,4,,,,FT6J43S06X6CLJ0R0B48,5.0,1,1,,5,3,2023,1,,89.24,55-64,,,,1809,2465.0,8319.22,,2.0,6.625,,2,4,Single Family (1-4 Units):Site-Built,,1,,2,No,64.878,,Male,,4,65,0,-0.016,2,180,2,10,5,6,495000,36059302400.0,1,,,156300,
2,NY,10,C,1,4356,,,9999,,,1235000,,,2,1,85.93,,2,36081.0,2,,2,Conventional:First Lien,5,1,2,35614,4805.0,8,2,,Not Hispanic or Latino,60,2,1,376,1,,,,2,,Asian,4,,,,FT6J43S06X6CLJ0R0B48,22.0,1,2,,5,3,2023,1,,67.58,25-34,,,,1044,3705.0,10607.68,,2.0,6.625,,2,4,Single Family (1-4 Units):Site-Built,,1,,2,No,60.0,,Male,,4,0,0,0.017,2,360,2,10,5,6,745000,36081092500.0,1,,,99300,
2,NY,10,C,1,6417,,,9999,,,745000,132.0,,2,1,83.33,,2,36081.0,2,,2,Conventional:First Lien,5,1,1,35614,1100.0,8,2,,Not Hispanic or Latino,60,2,1,675,1,,,,2,,Asian,4,,,,FT6J43S06X6CLJ0R0B48,22.0,1,1,,5,3,2023,1,,74.75,45-54,,,,1378,,6400.0,,2.0,6.75,,2,4,Single Family (1-4 Units):Site-Built,,1,,2,No,60.0,,Female,,4,69,0,0.077,2,360,2,10,5,6,445000,36081091900.0,2,,,99300,
2,CA,10,NC,1,6784,,,9999,,,2355000,,,2,1,76.99,,2,6059.0,2,,2,Conventional:First Lien,5,1,1,11244,1100.0,8,2,,Not Hispanic or Latino,36,2,1,541,1,,,,2,,Race Not Available,4,,,,FT6J43S06X6CLJ0R0B48,6.0,1,1,,5,3,2023,1,,138.77,45-54,,,,858,,6384.56,,2.0,6.625,,2,4,Single Family (1-4 Units):Site-Built,,1,,2,No,64.999,,Female,,4,6,0,-0.141,2,360,2,10,5,6,1535000,6059052438.0,2,,,127800,
2,NY,10,C,1,6663,,,9999,,,1235000,,,2,1,17.12,,2,36085.0,2,,2,Conventional:First Lien,5,1,2,35614,5095.0,8,2,,Not Hispanic or Latino,60,2,1,1734,1,,,,2,,Asian,4,,,,FT6J43S06X6CLJ0R0B48,22.0,1,3,,5,3,2023,1,,152.45,35-44,,,,2334,3995.0,10058.05,,2.0,6.625,,2,4,Single Family (1-4 Units):Site-Built,,1,,2,No,64.96,,Female,,4,60,0,0.048,2,360,2,10,5,6,795000,36085015601.0,2,,,99300,
2,CA,10,C,1,9926,,,9999,,,1185000,,,2,1,76.7,,2,6059.0,2,,2,Conventional:First Lien,5,1,1,11244,1100.0,8,2,,Not Hispanic or Latino,60,2,1,1045,1,,,,2,,Asian,4,,,,FT6J43S06X6CLJ0R0B48,22.0,1,1,,5,3,2023,1,,112.8,25-34,,,,1934,,5065.05,,2.0,6.75,,2,4,Single Family (1-4 Units):Site-Built,,1,,2,No,64.979,,Female,,4,6,0,0.057,2,360,2,10,5,6,775000,6059052439.0,2,,,127800,
1,NY,10,C,1,1681,,,9999,,,845000,,,2,1,26.89,,2,36047.0,2,,2,Conventional:First Lien,5,1,1,35614,1100.0,8,2,,Not Hispanic or Latino,,2,1,468,1,,,,1,,Asian,4,,,,FT6J43S06X6CLJ0R0B48,2.0,1,2,,5,3,2023,1,,129.19,35-44,,,,566,,7669.29,,2.0,7.0,,2,4,Single Family (1-4 Units):Site-Built,,1,,2,No,64.909,,Female,,4,0,0,-0.136,1,360,2,10,5,6,555000,36047065400.0,2,,,99300,
2,NY,10,C,1,4285,,,9999,,,715000,,,2,1,26.32,,2,36059.0,2,,2,Conventional:First Lien,5,1,1,35004,1100.0,8,2,,Not Hispanic or Latino,36,2,1,1323,1,,,,2,,Asian,4,,,,FT6J43S06X6CLJ0R0B48,22.0,1,3,,5,3,2023,1,,80.05,55-64,,,,1358,,6885.34,,2.0,6.625,,2,4,Single Family (1-4 Units):Site-Built,,1,,2,No,42.195,,Male,,4,71,0,0.001,2,360,2,10,5,6,305000,36059409300.0,1,,,156300,
2,CA,10,C,1,6778,,,9999,,,1685000,,,2,1,88.51,,2,6037.0,2,,2,Conventional:First Lien,5,1,1,31084,1100.0,8,2,,Not Hispanic or Latino,36,2,1,974,1,,,,2,,Asian,4,,,,FT6J43S06X6CLJ0R0B48,22.0,1,1,,5,3,2023,1,,113.43,55-64,,,,1762,,8043.71,,2.0,6.625,,2,4,Single Family (1-4 Units):Site-Built,,1,,2,No,46.429,,Male,,4,45,0,-0.022,2,360,2,10,5,6,785000,6037430801.0,1,,,98200,
2,NY,10,C,1,2878,,,9999,,,995000,84.0,,2,1,27.03,,2,36047.0,2,,2,Conventional:First Lien,5,1,2,35614,2400.0,8,2,,Not Hispanic or Latino,36,2,1,322,1,,,,2,,Asian,4,,,38.0,FT6J43S06X6CLJ0R0B48,22.0,1,1,,5,3,2023,1,,101.6,35-44,,,,609,1300.0,7134.89,,2.0,6.5,,2,4,Single Family (1-4 Units):Site-Built,,1,,2,No,26.027,,Female,,4,78,0,-0.055,2,360,2,10,5,6,265000,36047044000.0,2,,,99300,
2,NY,10,C,1,4444,,,9999,,,785000,120.0,,2,1,78.31,,2,36081.0,2,,2,Conventional:First Lien,5,1,1,35614,3350.0,8,2,,Not Hispanic or Latino,60,2,1,646,1,,,,2,,Asian,4,,,38.0,FT6J43S06X6CLJ0R0B48,22.0,1,3,,5,3,2023,1,,102.55,35-44,,,,584,2250.0,8138.68,,2.0,6.625,,2,4,Single Family (1-4 Units):Site-Built,,1,,2,No,56.999,,Male,,4,38,0,0.073,2,360,2,10,5,6,455000,36081122704.0,1,,,99300,
2,NY,10,C,1,2968,,,9999,,,845000,,,2,1,44.78,,2,36081.0,2,,2,Conventional:First Lien,5,1,1,35614,2465.0,8,2,,Not Hispanic or Latino,,2,1,923,1,,,,2,,Asian,4,,,,FT6J43S06X6CLJ0R0B48,22.0,1,1,,5,3,2023,1,,174.43,55-64,,,,1044,1365.0,7344.92,,2.0,6.75,,2,4,Single Family (1-4 Units):Site-Built,,1,,2,No,65.0,,Female,,4,71,0,0.131,2,180,2,10,5,6,545000,36081148300.0,2,,,99300,
2,NY,10,C,1,5770,,,9999,,,435000,106.0,,2,1,95.91,,2,36081.0,2,,2,Conventional:First Lien,5,1,1,35614,1100.0,8,2,,Not Hispanic or Latino,60,2,1,355,1,,,,2,,Asian,4,,,,FT6J43S06X6CLJ0R0B48,22.0,1,3,,5,3,2023,1,,59.78,25-34,,,,177,,4873.55,,2.0,6.75,,2,4,Single Family (1-4 Units):Site-Built,,1,,2,No,65.0,,Female,,4,69,0,0.105,2,360,2,10,5,6,285000,36081085700.0,2,,,99300,
2,NY,10,C,1,2879,,,9999,,,605000,,,2,1,39.42,,2,36103.0,2,,2,Conventional:First Lien,5,1,1,35004,1100.0,8,2,,Not Hispanic or Latino,36,2,1,600,1,,,,2,,Asian,4,,,,FT6J43S06X6CLJ0R0B48,22.0,1,1,,5,3,2023,1,,117.92,25-34,,,,758,,5939.27,,2.0,6.625,,2,4,Single Family (1-4 Units):Site-Built,,1,,2,No,52.5,,Female,,4,44,0,0.059,2,360,2,10,5,6,315000,36103158108.0,2,,,156300,
2,CA,10,NC,1,9631,,,9999,,,2495000,,,2,1,70.96,,2,6059.0,2,,2,Conventional:First Lien,5,1,1,11244,1100.0,8,2,,Not Hispanic or Latino,36,2,1,1898,1,,,,2,,Asian,4,,,,FT6J43S06X6CLJ0R0B48,22.0,1,3,,5,3,2023,1,,158.17,25-34,,,,2540,,6564.05,,2.0,6.625,,2,4,Single Family (1-4 Units):Site-Built,,1,,2,No,64.935,,Male,,4,39,0,-0.142,2,360,2,10,5,6,1625000,6059052421.0,1,,,127800,
2,NY,10,C,1,6055,,,9999,,,625000,102.0,,2,1,32.91,,2,36059.0,2,,2,Conventional:First Lien,5,1,1,35004,3075.0,8,2,,Not Hispanic or Latino,60,2,1,1674,1,,,,2,,Asian,4,,,46.0,FT6J43S06X6CLJ0R0B48,22.0,1,3,,5,3,2023,1,,102.14,35-44,,,,1909,1975.0,8659.57,,2.0,6.625,,2,4,Single Family (1-4 Units):Site-Built,,1,,2,No,63.71,,Female,,4,71,0,0.062,2,360,2,10,5,6,395000,36059409200.0,2,,,156300,
2,NY,10,C,1,4835,,,9999,,,885000,156.0,,2,1,16.09,,2,36103.0,2,,2,Conventional:First Lien,5,1,1,35004,3960.0,8,2,,Not Hispanic or Latino,60,2,1,1490,1,,,,2,,Asian,4,,,49.0,FT6J43S06X6CLJ0R0B48,22.0,1,2,,5,3,2023,1,,148.17,25-34,,,,1573,2860.0,9782.92,,2.0,6.625,,2,4,Single Family (1-4 Units):Site-Built,,1,,2,No,65.0,,Male,,4,52,0,-0.012,2,360,2,10,5,6,575000,36103135103.0,1,,,156300,
2,NY,10,C,1,6055,,,9999,,,675000,,,2,1,32.91,,2,36059.0,2,,2,Conventional:First Lien,5,1,1,35004,1100.0,8,2,,Not Hispanic or Latino,60,2,1,1674,1,,,,2,,Asian,4,,,,FT6J43S06X6CLJ0R0B48,22.0,1,2,,5,3,2023,1,,102.14,25-34,,,,1909,,6908.38,,2.0,6.75,,2,4,Single Family (1-4 Units):Site-Built,,1,,2,No,40.0,,Male,,4,71,0,0.029,2,360,2,10,5,6,275000,36059409200.0,1,,,156300,
2,NY,10,C,1,6625,,,9999,,,735000,,,2,1,19.89,,2,36085.0,2,,2,Conventional:First Lien,5,1,1,35614,2850.0,8,2,,Not Hispanic or Latino,60,2,1,2203,1,,,,2,,Asian,4,,,,FT6J43S06X6CLJ0R0B48,22.0,1,3,,5,3,2023,1,,148.61,35-44,,,,2505,1750.0,7287.09,,2.0,6.625,,2,4,Single Family (1-4 Units):Site-Built,,1,,2,No,47.946,,Male,,4,55,0,0.091,2,360,2,10,5,6,355000,36085013800.0,1,,,99300,
2,NY,10,C,1,1573,,,9999,,,935000,168.0,,2,1,20.41,,2,36081.0,2,,2,Conventional:First Lien,5,1,1,35614,1100.0,8,2,,Not Hispanic or Latino,60,2,1,514,1,,,,2,,Asian,4,,,36.0,FT6J43S06X6CLJ0R0B48,22.0,1,1,,5,3,2023,1,,143.79,45-54,,,,695,,5981.84,,2.0,6.75,,2,4,Single Family (1-4 Units):Site-Built,,1,,2,No,53.656,,Female,,4,63,0,0.038,2,360,2,10,5,6,495000,36081066100.0,2,,,99300,
2,NY,10,C,1,2462,,,9999,,,995000,196.0,,2,1,96.51,,2,36081.0,2,,2,Conventional:First Lien,5,1,2,35614,1100.0,8,2,,Not Hispanic or Latino,36,2,1,208,1,,,,2,,Asian,4,,,44.0,FT6J43S06X6CLJ0R0B48,22.0,1,3,,5,3,2023,1,,77.5,35-44,,,,713,,7598.69,,2.0,6.625,,2,4,Single Family (1-4 Units):Site-Built,,1,,2,No,64.925,,Male,,4,0,0,-0.124,2,360,2,10,5,6,645000,36081036300.0,1,,,99300,
2,NY,10,C,1,1769,,,9999,,,1065000,,,2,1,68.74,,2,36081.0,2,,2,Conventional:First Lien,5,1,1,35614,4015.0,8,2,,Not Hispanic or Latino,60,2,1,490,1,,,,2,,Asian,4,,,,FT6J43S06X6CLJ0R0B48,22.0,1,3,,5,3,2023,1,,173.21,35-44,,,,603,2915.0,9695.25,,2.0,6.625,,2,4,Single Family (1-4 Units):Site-Built,,1,,2,No,55.0,,Male,,4,75,0,0.032,2,360,2,10,5,6,585000,36081139900.0,1,,,99300,
2,CA,10,C,1,5645,,,9999,,,945000,,,2,1,86.06,,2,6037.0,2,,2,Conventional:First Lien,5,1,1,31084,1100.0,8,2,,Not Hispanic or Latino,36,2,1,1111,1,,,,2,,Asian,4,,,,FT6J43S06X6CLJ0R0B48,22.0,1,2,,5,3,2023,1,,136.24,35-44,,,,1370,,4999.57,,2.0,6.625,,2,4,Single Family (1-4 Units):Site-Built,,1,,2,No,50.0,,Female,,4,63,0,-0.099,2,360,2,10,5,6,475000,6037405600.0,2,,,98200,
2,NY,10,C,1,3933,,,9999,,,925000,156.0,,2,1,76.51,,2,36047.0,2,,2,Conventional:First Lien,5,1,2,35614,4090.0,8,2,,Not Hispanic or Latino,60,2,1,712,1,,,,2,,Asian,4,,,38.0,FT6J43S06X6CLJ0R0B48,22.0,1,3,,5,3,2023,1,,132.61,25-34,,,,1196,2990.0,11069.69,,2.0,6.625,,2,4,Single Family (1-4 Units):Site-Built,,1,,2,No,65.0,,Male,,4,0,0,0.023,2,360,2,10,5,6,595000,36047040800.0,1,,,99300,
2,NY,10,C,1,5665,,,9999,,,825000,,,2,1,59.63,,2,36081.0,2,,2,Conventional:First Lien,5,1,1,35614,1100.0,8,2,,Not Hispanic or Latino,36,2,1,2188,1,,,,2,,Asian,4,,,,FT6J43S06X6CLJ0R0B48,22.0,1,1,,5,3,2023,1,,148.38,25-34,,,,2551,,5381.06,,2.0,6.875,,2,4,Single Family (1-4 Units):Site-Built,,1,,2,No,60.0,,Female,,4,64,0,-0.093,2,360,2,10,5,6,495000,36081152902.0,2,,,99300,
2,NY,10,C,1,4593,,,9999,,,875000,162.0,,2,1,68.32,,2,36059.0,2,,2,Conventional:First Lien,5,1,1,35004,1100.0,8,2,,Not Hispanic or Latino,60,2,1,1214,1,,,,2,,Asian,4,,,38.0,FT6J43S06X6CLJ0R0B48,22.0,1,1,,5,3,2023,1,,107.05,35-44,,,,1391,,6492.32,,2.0,6.875,,2,4,Single Family (1-4 Units):Site-Built,,1,,2,No,60.0,,Female,,4,73,0,0.006,2,360,2,10,5,6,525000,36059302700.0,2,,,156300,
1,NJ,10,C,1,6031,,,9999,,,615000,113.0,,2,1,72.06,,2,34023.0,2,,2,Conventional:First Lien,5,1,1,35154,1100.0,8,2,,Not Hispanic or Latino,36,2,1,1031,1,,,,1,,Asian,4,,,44.0,FT6J43S06X6CLJ0R0B48,2.0,1,1,,5,3,2023,1,,86.81,35-44,,,,1447,,5031.71,,2.0,6.625,,2,4,Single Family (1-4 Units):Site-Built,,1,,2,No,65.0,,Male,,4,54,0,-0.028,1,360,2,10,5,6,395000,34023000404.0,1,,,135300,
2,NY,10,C,1,7332,,No,35-44,,,1295000,,,2,1,52.92,,2,36059.0,2,,2,Conventional:First Lien,1,1,1,35004,1100.0,22,2,,Not Hispanic or Latino,36,2,1,2020,1,,,,2,,Asian,2,,,,FT6J43S06X6CLJ0R0B48,22.0,1,9,,2,3,2023,1,,171.97,35-44,,,,2137,,8012.06,,2.0,6.625,,2,2,Single Family (1-4 Units):Site-Built,,1,,2,No,54.264,,Joint,,2,52,0,-0.127,2,360,2,2,5,6,705000,36059518501.0,2,,,156300,
2,NY,10,C,1,4994,,Yes,65-74,,,1905000,,,2,1,80.54,,2,36081.0,2,,2,Conventional:First Lien,1,1,1,35614,5850.0,25,2,,Not Hispanic or Latino,,2,1,704,1,,,,2,,Asian,2,,,,FT6J43S06X6CLJ0R0B48,25.0,1,9,,2,3,2023,1,,112.28,55-64,,,,1524,4750.0,12742.93,,2.0,6.625,,2,2,Single Family (1-4 Units):Site-Built,,1,,2,No,50.0,,Joint,,2,56,0,-0.138,2,180,2,2,5,6,955000,36081138501.0,2,,,99300,
2,NY,10,C,1,6307,,No,25-34,,,955000,169.0,,2,1,45.54,,2,36081.0,2,,2,Conventional:First Lien,2,1,1,35614,1100.0,22,2,,Not Hispanic or Latino,36,2,1,1953,1,,,,2,,Asian,2,,,42.0,FT6J43S06X6CLJ0R0B48,22.0,1,2,,2,3,2023,1,,109.39,35-44,,,,2338,,6128.86,,2.0,6.625,,2,2,Single Family (1-4 Units):Site-Built,,1,,2,No,64.948,,Joint,,2,64,0,-0.044,2,360,2,9,5,6,615000,36081101700.0,1,,,99300,
